source,agency_id,agency_name,agency_slug,agency_address,agency_location,public_profile_hint,agents_seen,verified_agents,superagents_seen,active_properties_proxy,sale_properties_proxy,rent_properties_proxy,commercial_properties_proxy,languages,areas,mobile_whatsapp_samples,agent_email_samples,lead_score,priority,pain_signal,recommended_channel
propertyfinder,3983,EDBER REAL ESTATE,edber-real-estate-4109,"Office 905, Building B2B Tower, Business Bay, Marasi Dr, Dubai,",Dubai,https://www.propertyfinder.ae/en/broker/edber-real-estate-4109,1,1,1,24,14,8,2,English; French,DIFC; Downtown Dubai; Jumeirah Village Circle,+971585500077,edouard@edberrealestate.com,55,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,255,LLJ,llj-331,"Office West Wing, Building Al Jazira Sports & Cultural Club, Al Etihad, 4th Street, Abu Dhabi, PO Box 107729",Abu Dhabi,https://www.propertyfinder.ae/en/broker/llj-331,1,1,1,20,7,13,0,English; Tagalog,Al Raha Beach; Saadiyat Island; Yas Island,+971506154560,jeddy.pallogan@lljasset.com,55,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,8328,Mire Properties,mire-properties-8454,"Office 1303, Building Arenco Tower, Dubai Media City, Media City, Dubai, PO Box ..",Dubai,https://www.propertyfinder.ae/en/broker/mire-properties-8454,1,1,1,22,9,13,0,Dutch; English,Jumeirah; Jumeirah Village Circle; Palm Jumeirah,+971564425271,anita@mireproperties.com,55,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,8344,Townsend Real Estate,townsend-real-estate-8470,"Office 1107, Building Onyx Tower 2, The Greens, the greens, Dubai,",Dubai,https://www.propertyfinder.ae/en/broker/townsend-real-estate-8470,1,1,1,24,15,9,0,English,Al Furjan; Mohammed Bin Rashid City; Nad Al Sheba,+971505914827,charlie@townsenduae.com,55,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,2499,BLACKSTONE GULF REAL ESTATE BROKER L.L.C,blackstone-gulf-real-estate-broker-l-l-c-2624,"Office KOA CANVAS, Building NASAB OFFICE / GROUND FLOOR, Al Barari, Business Bay, Dubai, PO Box 35482",Dubai,https://www.propertyfinder.ae/en/broker/blackstone-gulf-real-estate-broker-l-l-c-2624,1,1,1,23,4,0,19,Arabic; English,Al Barsha; Dubai Investment Park (DIP); Jebel Ali,+971526282552,sabele@blackstonegulf.com,55,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,6410,Del Pilar Real Estate,del-pilar-real-estate-6536,"Office 9, Building 45, Al Raha Beach, 34, Abu Dhabi,",Abu Dhabi,https://www.propertyfinder.ae/en/broker/del-pilar-real-estate-6536,1,1,1,23,5,18,0,English,Al Raha Beach; Al Reem Island; Yas Island,+971549903434,sheila@thedelpilar.com,55,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,12287,WHITEWILL REAL ESTATE LTD - ABU DHABI,whitewill-real-estate-ltd-abu-dhabi-12416,"Office 1008, Building Sky Tower, Al Reem Island, Al Reem Island PO Box 753229, Abu Dhabi, PO Box 000",Abu Dhabi,https://www.propertyfinder.ae/en/broker/whitewill-real-estate-ltd-abu-dhabi-12416,1,1,1,21,8,13,0,English; Russian,Al Reem Island; Saadiyat Island; Yas Island,+971553364318,v.sokolova@whitewill.ae,55,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,10608,Livstate,livstate-10734,"Office 2006, Building Marina Plaza Dubai Marina, Dubai Marina, ., Dubai, PO Box 000000",Dubai,https://www.propertyfinder.ae/en/broker/livstate-10734,1,1,1,23,6,17,0,English; Hindi,Dubai Hills Estate; Dubai Marina; Palm Jumeirah,+971507026361,jheel@livstate.com,55,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,10215,KME REAL ESTATE BROKERAGE L.L.C,kme-real-estate-brokerage-l-l-c-10341,"Office 304, Building Business Park 4, Dubai Hills Estate, -, Dubai, PO Box -",Dubai,https://www.propertyfinder.ae/en/broker/kme-real-estate-brokerage-l-l-c-10341,1,1,1,24,9,15,0,English; Swahili,Downtown Dubai; Dubai Internet City; Zabeel,+971565267718,y.nzivo@kasumigaseki.co.jp,55,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,6063,Xperience Realty Real Estate,xperience-realty-real-estate-6189,"Office 301 - 302, Building Park Heights Square 1, Dubai Hills Estate, NA, Dubai,",Dubai,https://www.propertyfinder.ae/en/broker/xperience-realty-real-estate-6189,1,1,1,20,18,2,0,English; Hindi,Business Bay; Dubai Harbour; Jumeirah Beach Residence,+971564969561,shahrukh@xrealty.ae,55,medium,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,12270,NAMOU PROPERTIES LLC,namou-properties-llc-12399,"Office 1411, Building Julphar Office Tower, Al Nakheel, Al Hisn Road, Ras Al Khaimah, PO Box 0000",Ras Al Khaimah,https://www.propertyfinder.ae/en/broker/namou-properties-llc-12399,1,1,1,19,10,1,8,Arabic; English,Al Marjan Island; Al Nakheel; Mina Al Arab,+971544443302,reachus@namou.ae,54,low,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,2498,Royal Lounge Properties,royal-lounge-properties-2623,"Office 1102, Building Makeen tower, Al Zahiyah, Near Abu Dhabi Mall, Abu Dhabi,",Abu Dhabi,https://www.propertyfinder.ae/en/broker/royal-lounge-properties-2623,1,1,1,15,12,3,0,Arabic; English,Saadiyat Island; Yas Island,+971568280222,fadi.b@royallp.com,54,low,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,8187,SYLA REAL ESTATE,syla-real-estate-8313,"Office P06, Building 7 Bay Square, Business Bay, Dubai, PO Box -",Dubai,https://www.propertyfinder.ae/en/broker/syla-real-estate-8313,1,1,1,18,18,0,0,Arabic; English,City Walk; Mohammed Bin Rashid City,+971585729977,Ceo@sylarealestate.com,54,low,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,4588,Reap Real Estate Brokers,reap-real-estate-brokers-4714,"Office 204, Building Control Tower, Motor City, 5 Detroit Rd, Dubai, PO Box 000000",Dubai,https://www.propertyfinder.ae/en/broker/reap-real-estate-brokers-4714,1,1,1,16,14,2,0,English; French,City Walk; Jumeirah Lake Towers,+971585889622,kat@reapuae.com,54,low,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,5764,ENGEL & VÖLKERS Dubai - S01,engel-volkers-dubai-s01-5890,"Office 7th Floor, Building Al Khail Plaza, Jumeirah Village Triangle, Dubai, PO Box 2608",Dubai,https://www.propertyfinder.ae/en/broker/engel-volkers-dubai-s01-5890,1,1,1,17,16,1,0,Danish; English,Jumeirah; Palm Jumeirah; Zabeel,+971585390011,zebastian.loenstad@engelvoelkers.com,54,low,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,4945,Maria Morris Global,maria-morris-global-5071,"Office Shop 11-A, Building Seventh Heaven, Al Barari, N/a, Dubai,",Dubai,https://www.propertyfinder.ae/en/broker/maria-morris-global-5071,2,2,2,12,10,2,0,English,Al Barari,+971544495251; +971502475880,ryan@mariamorrisglobal.com; ellie@mariamorrisglobal.com,54,low,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,4451,Williams International Real Estate,williams-international-real-estate-4577,"Office 521, Building Icon Tower, Al Barsha, Tecom, Dubai, PO Box tecom",Dubai,https://www.propertyfinder.ae/en/broker/williams-international-real-estate-4577,2,2,2,14,7,7,0,Arabic; English; French,Dubai Hills Estate; Meadows; Palm Jumeirah; The Springs,+971585984329; +971553229044,Paul.m@williamsinternationalgroup.com; carlos@williamsinternationalgroup.com,54,low,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,6266,Wellington Home Real Estate,wellington-home-real-estate-6392,"Office 30th Floor, Building Baygate Tower, Business Bay, Al Mustaqbal Street, Business Bay,  Dubai, UAE, Dubai, PO Box -",Dubai,https://www.propertyfinder.ae/en/broker/wellington-home-real-estate-6392,1,1,1,18,15,2,1,English; Punjabi; Urdu,Al Furjan; Downtown Dubai; Dubai Hills Estate,+971522479178,asifrealtordxb@gmail.com,54,low,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,2636,The Urban Nest Real Estate Broker LLC,the-urban-nest-real-estate-broker-llc-2762,"Office 11C02, Building I-Rise Tower, Barsha Heights (Tecom), -, Dubai,",Dubai,https://www.propertyfinder.ae/en/broker/the-urban-nest-real-estate-broker-llc-2762,1,1,1,19,13,6,0,English,Jumeirah; The Villa,+971551055573,sobey@theurbannest.ae,54,low,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,9623,Bayt Al Nasr Real Estate DUBAI,bayt-al-nasr-real-estate-dubai-9749,"Office 231, Building AJD Business Center, Downtown Dubai, Oud Metha, Business Bay, Dubai,",Dubai,https://www.propertyfinder.ae/en/broker/bayt-al-nasr-real-estate-dubai-9749,1,1,1,15,2,13,0,English; Hindi,Al Furjan; Jumeirah Lake Towers; Nad Al Sheba,+971521750987,rajesh.ridlon@baytalnasr.ae,54,low,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,9323,PINNACLES REAL ESTATE BROKERAGE,pinnacles-real-estate-brokerage-9449,"Office 2, Building 3, Business Bay, 1, Dubai,",Dubai,https://www.propertyfinder.ae/en/broker/pinnacles-real-estate-brokerage-9449,1,1,1,16,13,2,1,Arabic; English; Turkish; Urdu,Al Jaddaf; Dubai Hills Estate; Dubai Land,+971585050018,info@pinnaclesuae.com,54,low,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,479,Homes 4 Life Real Estate LLC,homes-4-life-real-estate-llc-568,"Office 25-26, Building Oasis Centre Mall, Al Quoz, Oasis mall offices, Dubai,",Dubai,https://www.propertyfinder.ae/en/broker/homes-4-life-real-estate-llc-568,1,1,1,15,10,5,0,English; Hindi,Business Bay; Tilal Al Ghaf; Town Square,+971585739723,chiki@h4l.ae,54,low,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,813,First Choice Properties,first-choice-properties-914,"Office Showroom 1, G Floor, Building Al Wahda City Residential Tower, Al Nahyan, Next Grand Millennium, Abu Dhabi,",Abu Dhabi,https://www.propertyfinder.ae/en/broker/first-choice-properties-914,1,1,1,15,11,4,0,Arabic; English,Al Reef; Al Reem Island; Yas Island,+971507522578,farah@fcprop.net,54,low,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,4419,Canvas Homes Real Estate L.L.C,canvas-homes-real-estate-l-l-c-4545,"Office M23/M22, Building Kia Showroom - 2nd Interchange, Al Safa, Sheikh Zayed Road, Dubai,",Dubai,https://www.propertyfinder.ae/en/broker/canvas-homes-real-estate-l-l-c-4545,1,1,1,15,9,0,6,English; Hindi; Urdu,Dubai Land; Dubai South (Dubai World Central); Zabeel,+971509274455,yogesh@canvasuae.com,54,low,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,8018,Gallery Real Estate Brokerage L.L.C,gallery-real-estate-brokerage-l-l-c-8144,"Office 2, Building 3, The Greens, 1, Dubai,",Dubai,https://www.propertyfinder.ae/en/broker/gallery-real-estate-brokerage-l-l-c-8144,1,1,1,16,8,7,1,English,Dubai Land; Dubai Marina; Jumeirah Golf Estates,+971559646727,robert@galleryrealestate.ae,54,low,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,8599,Alawi Albreiki Real Estate L.L.C,alawi-albreiki-for-real-estate-buying-and-selling-brokerage-co-l-l-c-8725,"Office 2, Building Oxford Tower, Business Bay, 1, Dubai, PO Box 4",Dubai,https://www.propertyfinder.ae/en/broker/alawi-albreiki-for-real-estate-buying-and-selling-brokerage-co-l-l-c-8725,1,1,1,17,3,14,0,Arabic; English,Al Barsha; Nad Al Sheba; Umm Suqeim,+971509555519,realty@albraik.ae,54,low,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,9812,IMPERIAL HOUSE PROPERTIES L.L.C,imperial-house-properties-l-l-c-9938,"Office ,, Building ,, Business Bay, ,, Dubai,",Dubai,https://www.propertyfinder.ae/en/broker/imperial-house-properties-l-l-c-9938,1,1,1,16,12,4,0,English; Russian; Ukrainian,Downtown Dubai; Palm Jebel Ali; Palm Jumeirah,+971568915761,sales@imperialhouse.ae,54,low,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,7059,McCone Properties - RAK,mccone-northern-estates-fz-llc-7185,"Office EIB-918A, Building Emirates Islamic Bank Building, RAK FTZ, RAKEZ Business Zone-FZ, Ras Al Khaimah,",Ras Al Khaimah,https://www.propertyfinder.ae/en/broker/mccone-northern-estates-fz-llc-7185,1,1,1,19,18,1,0,English,Al Hamra Village; Al Marjan Island; Mina Al Arab,+971525406148,kerry@mcconeproperties.com,54,low,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,7563,SIGNATURE SPACES REAL ESTATE L.L.C,signature-spaces-real-estate-l-l-c-7689,"Office 19th Floor, 1902-03, Building The Exchange Tower, Business Bay, Marasi Drive, Dubai, PO Box .",Dubai,https://www.propertyfinder.ae/en/broker/signature-spaces-real-estate-l-l-c-7689,1,1,1,16,16,0,0,English; Hindi,Al Wasl; Dubai Creek Harbour (The Lagoons); Dubai Land,+971552510503,Amit@signaturespaces.ae,54,low,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,4774,ROYAL LINK PROPERTIES,royal-link-properties-4900,"Office Office 218, Building Al Attar Business Center, Al Barsha, Sheikh Zayed Road, Dubai,",Dubai,https://www.propertyfinder.ae/en/broker/royal-link-properties-4900,1,1,1,16,10,6,0,English; Urdu,Dubai Land; Jumeirah Lake Towers; Tilal Al Ghaf,+971506336023,royallinkproperties@gmail.com,54,low,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,7974,REAPLUXE,reapluxe-8100,"Office 203, Building Binghatti House, Jumeirah Village Circle, Office 203,, Dubai, PO Box 213688",Dubai,https://www.propertyfinder.ae/en/broker/reapluxe-8100,1,1,1,15,6,7,2,Arabic; English,Downtown Dubai; Dubai Hills Estate; Dubai Sports City,+971522334676,wassim.reapuae@gmail.com,54,low,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,12011,A STANDART REAL ESTATE,a-standart-real-estate-12140,"Office C14, Floor19, Building I Rise Tower, Barsha Heights (Tecom), Barsha Heights, Dubai, PO Box 00000",Dubai,https://www.propertyfinder.ae/en/broker/a-standart-real-estate-12140,1,1,1,17,8,9,0,Arabic; English,Al Wasl; Dubai Marina; Mohammed Bin Rashid City,+971522004250,adel@astandart.ae,54,low,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,13288,ALIVA GREEN PROPERTIES L.L.C,aliva-green-properties-l-l-c-v2-13288,"Office 503, Building Court Tower, Business Bay, marasi drive, Dubai, PO Box 000",Dubai,https://www.propertyfinder.ae/en/broker/aliva-green-properties-l-l-c-v2-13288,1,1,1,15,12,2,1,English; Hindi; Punjabi,Business Bay; Dubai Land; Jumeirah Village Circle,+971524464492,rev@alivagreenproperties.com,54,low,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,6350,STAT GLOBAL REAL ESTATE,stat-global-real-estate-6476,"Office 2703, Building Churchill Tower, Business Bay, -, Dubai, PO Box 0000",Dubai,https://www.propertyfinder.ae/en/broker/stat-global-real-estate-6476,1,1,1,19,5,2,12,English; Mandarin,Al Quoz; Business Bay; DAMAC Hills,+971526699625,ada@statglobal.ae,54,low,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,9571,City Glow Properties L.L.C,city-glow-properties-l-l-c-9697,"Office 201, Building The Curve Building, Business Bay, Block C , 1st Floor , Al Quoz 3, Dubai,",Dubai,https://www.propertyfinder.ae/en/broker/city-glow-properties-l-l-c-9697,1,1,1,19,19,0,0,Croatian; English; Serbian,Al Satwa; City Walk; Downtown Dubai,+971526698119,neena@cityglowproperties.com,54,low,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,5007,Tanami Properties AD,tanami-properties-ad-5133,"Office C3. F3-15, Building ,, Tourist Club Area, ,, Abu Dhabi,",Abu Dhabi,https://www.propertyfinder.ae/en/broker/tanami-properties-ad-5133,1,1,1,12,9,3,0,Arabic; English,Al Reem Island; Yas Island,+971585870032,ahmad@tanamiproperties.ae,53,low,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,4399,Societe Real Estate,societe-real-estate-4525,"Office 17, Building Oasis Center, Al Quoz, Sheikh Zayed Road, Dubai,",Dubai,https://www.propertyfinder.ae/en/broker/societe-real-estate-4525,1,1,1,14,11,3,0,English; Urdu,Downtown Dubai; Motor City; World Trade Center,+971552000326,bobby@societerealestate.ae,53,low,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,3117,FARE,fajer-al-emarat-real-estate-3243,"Office Bukhamseen tower, Building Buhira Cornish, tower office F2, Al Majaz 3, Buhira, Sharjah,",Sharjah,https://www.propertyfinder.ae/en/broker/fajer-al-emarat-real-estate-3243,1,1,1,13,10,2,1,Arabic; English,Al Khan; Al Nahda; Tilal City,+971567626160,wassim@fare.ae,53,low,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,7143,GRAND CHOICE REAL ESTATE,grand-choice-real-estate-7269,"Office Office No. -422, Building King Adel Salem Saeed Othman Al Wahidi - Al Murar, Business Bay, King Adel Salem Saeed Othman Al Wahidi, Dubai,",Dubai,https://www.propertyfinder.ae/en/broker/grand-choice-real-estate-7269,1,1,1,12,10,2,0,English; Hindi; Punjabi,Dubai Hills Estate; Dubai Land,+971585303386,priyachawla50@yahoo.com,53,low,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,8895,Cozy Casa Realty L.L.C,cozy-casa-realty-l-l-c-9021,"Office 2, Building 3, Business Bay, 1, Dubai, PO Box 4",Dubai,https://www.propertyfinder.ae/en/broker/cozy-casa-realty-l-l-c-9021,1,1,1,12,12,0,0,Arabic; English; French,Jumeirah; Mohammed Bin Rashid City,+971506790278,nadia@cosycasarealty.com,53,low,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,1331,Henry Wiltshire International,henry-wiltshire-international-1430,"Office K2 L1, Building Aldar HQ, Al Raha Beach, Al Raha, Abu Dhabi, PO Box 12985",Abu Dhabi,https://www.propertyfinder.ae/en/broker/henry-wiltshire-international-1430,1,1,1,13,13,0,0,English,Saadiyat Island,+971506424755,jessica.gane@henrywiltshire.com,53,low,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,5380,S K R LEASING PROPERTY BROKERAGE AGENTS,s-k-r-leasing-property-brokerage-agents-5506,"Office 1102, Building Executive tower, Business Bay, Dubai, Dubai,",Dubai,https://www.propertyfinder.ae/en/broker/s-k-r-leasing-property-brokerage-agents-5506,1,1,1,12,11,1,0,English; French; Hindi,Dubai Investment Park (DIP); Dubai Land; Jumeirah Beach Residence,+971527842027,manisha@skrproperties.ae,53,low,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,12003,PALM ESTATE,palm-estate-12132,"Office 7th Floor, Building Dubai Hills Business Park Building 4, Dubai Hills Estate, Al Khail Road, Dubai, PO Box 448992",Dubai,https://www.propertyfinder.ae/en/broker/palm-estate-12132,1,1,1,14,7,7,0,English,Business Bay; Dubai Hills Estate; Zabeel,+971552924465,smoledina@palmestate.ae,53,low,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,8580,A7 Group Real Estate,a7-group-real-estate-8706,"Office 1503, Building Ontario Tower, Business Bay, business bay, Dubai, PO Box N/A",Dubai,https://www.propertyfinder.ae/en/broker/a7-group-real-estate-8706,1,1,0,46,40,6,0,English; Hindi; Urdu,Dubai Land; Mudon; Palm Jebel Ali,+971555484423,khurram162@gmail.com,53,low,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,9917,Alcenza Properties,alcenza-properties-10043,"Office 1007, Building Sidra Tower, Al Sufouh, Sufouh 1, Dubai, PO Box 450911",Dubai,https://www.propertyfinder.ae/en/broker/alcenza-properties-10043,1,1,1,10,10,0,0,English; Latvian; Russian,Bluewaters; Palm Jebel Ali; Palm Jumeirah,+971527264814,amirans@alcenza.ae,53,low,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,12664,ENGEL & VÖLKERS Dubai - S06,engel-volkers-dubai-s06-12793,"Office 7th Floor, Building Al Khail Plaza, Jumeirah Village Triangle, Dubai, PO Box 2608",Dubai,https://www.propertyfinder.ae/en/broker/engel-volkers-dubai-s06-12793,1,1,1,14,14,0,0,English; Russian,Dubai Land; Jumeirah Islands; Mohammed Bin Rashid City,+971585570013,victor.gutsul@engelvoelkers.com,53,low,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,726,MIDAS REAL ESTATE BROKERS,midas-real-estate-827,"Office 7, Building Al Seef Tower, Dubai Marina, Marina, Dubai, PO Box 211322",Dubai,https://www.propertyfinder.ae/en/broker/midas-real-estate-827,1,1,0,45,21,18,6,English,Business Bay; Dubai Harbour; Dubai Marina,+971507863716,prannay@midasdubai.com,53,low,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,9250,LIFESTYLE REALTY L.L.C,lifestyle-realty-l-l-c-9376,"Office 806, Building The One Tower, Barsha Heights (Tecom), .Sheikh Zayed Road Al Thanyah First, Dubai, PO Box .",Dubai,https://www.propertyfinder.ae/en/broker/lifestyle-realty-l-l-c-9376,1,1,1,13,13,0,0,English; Hindi,Dubai Harbour; Dubai Investment Park (DIP); Palm Jumeirah,+971521150647,mohitjain.7145@gmail.com,53,low,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,6156,LUXUS INTERNATIONAL REAL ESTATE L.L.C,luxus-international-real-estate-l-l-c-6282,"Office DD, Building DD, Business Bay, DD, Dubai,",Dubai,https://www.propertyfinder.ae/en/broker/luxus-international-real-estate-l-l-c-6282,1,1,1,12,12,0,0,English,Al Reem Island; Al Wasl; Yas Island,+971508711086,oscar@luxus.ae,53,low,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,5465,Homes 4 Life Real Estate - 71,homes-4-life-real-estate-71-5591,"Office 23 -24, Building Oasis Center Offices, Al Quoz, Oasis Street, Dubai, PO Box 34542",Dubai,https://www.propertyfinder.ae/en/broker/homes-4-life-real-estate-71-5591,1,1,1,14,12,2,0,English; Hindi; Punjabi,Damac Lagoons; Mudon; Town Square,+971521941001,karanjit@h4l.ae,53,low,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,6884,Prive Real Estate LLC,prive-real-estate-llc-7010,"Office Office A1503, Building Building Opus Tower A, Business Bay, Al A'amal Street, Dubai,",Dubai,https://www.propertyfinder.ae/en/broker/prive-real-estate-llc-7010,1,1,1,10,7,1,2,English; Russian,Business Bay; Dubai Silicon Oasis; Palm Jumeirah,+971528567888,info@prive-re.com,53,low,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,4254,fam Real Estate Broker - Off Plan,fam-properties-branch-10-4380,"Office 303 - 304, Building Bay Square - Building 13, Business Bay, bay square, Dubai,",Dubai,https://www.propertyfinder.ae/en/broker/fam-properties-branch-10-4380,1,1,1,12,8,4,0,Arabic; English,Dubai Harbour; Nad Al Sheba,+971569551551,fatima.s@famproperties.com,53,low,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,8295,EDEN REALTY REAL ESTATE L.L.C,eden-realty-real-estate-l-l-c-8421,"Office 908-C, Building Ibn Battuta Gate Office Building, PO Box 48904., Jebel Ali, Jebal Ali Village, Dubai, PO Box 0000",Dubai,https://www.propertyfinder.ae/en/broker/eden-realty-real-estate-l-l-c-8421,1,1,1,14,14,0,0,English; Spanish,Business Bay; DIFC; Palm Jumeirah,+971585647902,rv@edenrealty.com,53,low,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,838,Springfield Real Estate,springfield-real-estate-939,"Office 105, Building Bay Square Building 2, Business Bay, BB, Dubai, PO Box 127056",Dubai,https://www.propertyfinder.ae/en/broker/springfield-real-estate-939,1,1,1,12,10,2,0,English; Urdu,Dubai Land; Mohammed Bin Rashid City; Mudon,+971503737821,faisal.afzal@springfield-re.com,53,low,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,789,Prima Luxury Real Estate,prima-luxury-real-estate-890,"Office 520, Building Fairmont Hotel, Trade Centre, Sheikh Zayed Road, Dubai, PO Box 46685",Dubai,https://www.propertyfinder.ae/en/broker/prima-luxury-real-estate-890,1,1,1,11,7,4,0,English; Persian/Farsi,DIFC; Downtown Dubai; Dubai Internet City,+971522979927,fargol@primaluxury.com,53,low,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,5295,Premium Hub Real Estate,premium-hub-real-estate-5421,"Office 102, Building Office buildings, Dubai Investment Park, Office Buildings, Dubai,",Dubai,https://www.propertyfinder.ae/en/broker/premium-hub-real-estate-5421,1,1,1,14,10,4,0,English; Hindi; Punjabi; Urdu,Arabian Ranches 3; Downtown Dubai; Dubai Hills Estate,+971557667939,imran@premiumhub.ae,53,low,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,10398,DANIELS REAL ESTATE L.L.C,daniels-real-estate-l-l-c-10524,"Office Floor 09, 9C-15, Building i-Rise Office Tower, Barsha Heights (Tecom), Al Thanyah First, Dubai,",Dubai,https://www.propertyfinder.ae/en/broker/daniels-real-estate-l-l-c-10524,1,1,1,14,8,6,0,English; Russian; Ukrainian,Dubai Hills Estate; Jumeirah Village Circle; Nad Al Sheba,+971544892217,elena@danielsdubai.com,53,low,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,8391,FUNDAMENTUM PROPERTIES L.L.C,fundamentum-properties-l-l-c-8517,"Office 12, Building B1 Mall, Al Barsha, The Place, Dubai, PO Box ...",Dubai,https://www.propertyfinder.ae/en/broker/fundamentum-properties-l-l-c-8517,1,1,1,10,6,4,0,English; Russian,DIFC; Dubai Hills Estate; Palm Jumeirah,+971503475656,irinaz@fundamentum.ae,53,low,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,5933,Tereza Estates,tereza-estates-6059,"Office 810, Building B2B Tower, Business Bay, Marasi Drive, Dubai, PO Box -",Dubai,https://www.propertyfinder.ae/en/broker/tereza-estates-6059,1,1,1,10,10,0,0,Czech; English; Slovak,Jumeirah Beach Residence; Maritime City; Palm Jumeirah,+971585886677,tereza@terezaestates.com,53,low,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,9565,YHU Properties,yhu-properties-9691,"Office ., Building ., Business Bay, ., Dubai, PO Box .",Dubai,https://www.propertyfinder.ae/en/broker/yhu-properties-9691,1,1,1,11,9,2,0,English,Dubai South (Dubai World Central),+971585858127,jake@yhuproperties.com,53,low,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
